satellite,start_time,end_time
GEO-EW-STATION-KEEPING 2008-066A,2016-09-12 16:30:00,2016-09-12 17:30:00
GEO-EW-STATION-KEEPING 2008-066A,2016-11-24 16:45:00,2016-11-24 17:45:00
GEO-EW-STATION-KEEPING 2008-066A,2017-02-22 15:30:00,2017-02-22 16:30:00
GEO-EW-STATION-KEEPING 2008-066A,2017-06-06 16:15:00,2017-06-06 17:15:00
GEO-EW-STATION-KEEPING 2008-066A,2017-08-24 16:15:00,2017-08-24 17:15:00
GEO-EW-STATION-KEEPING 2008-066A,2017-11-15 16:15:00,2017-11-15 17:15:00
GEO-EW-STATION-KEEPING 2008-066A,2018-02-02 16:15:00,2018-02-02 17:15:00
GEO-EW-STATION-KEEPING 2008-066A,2018-04-17 16:15:00,2018-04-17 17:15:00
GEO-EW-STATION-KEEPING 2008-066A,2018-07-16 16:15:00,2018-07-16 17:15:00
GEO-EW-STATION-KEEPING 2008-066A,2018-10-15 16:15:00,2018-10-15 17:15:00
GEO-EW-STATION-KEEPING 2012-002A,2012-09-11 15:00:00,2012-09-11 16:00:00
GEO-EW-STATION-KEEPING 2012-002A,2013-01-15 02:30:00,2013-01-15 03:30:00
GEO-EW-STATION-KEEPING 2012-002A,2013-03-04 22:30:00,2013-03-04 23:30:00
GEO-EW-STATION-KEEPING 2012-002A,2013-04-16 15:30:00,2013-04-16 16:30:00
GEO-EW-STATION-KEEPING 2012-002A,2013-07-22 15:30:00,2013-07-22 16:30:00
GEO-EW-STATION-KEEPING 2012-002A,2013-09-06 15:30:00,2013-09-06 16:30:00
GEO-EW-STATION-KEEPING 2012-002A,2013-10-21 15:30:00,2013-10-21 16:30:00
GEO-EW-STATION-KEEPING 2012-002A,2013-12-09 15:30:00,2013-12-09 16:30:00
GEO-EW-STATION-KEEPING 2012-002A,2014-01-24 15:30:00,2014-01-24 16:30:00
GEO-EW-STATION-KEEPING 2012-002A,2014-03-07 16:30:00,2014-03-07 17:30:00
GEO-EW-STATION-KEEPING 2012-002A,2014-04-25 16:30:00,2014-04-25 17:30:00
GEO-EW-STATION-KEEPING 2012-002A,2014-07-31 16:30:00,2014-07-31 17:30:00
GEO-EW-STATION-KEEPING 2012-002A,2014-09-12 15:30:00,2014-09-12 16:30:00
GEO-EW-STATION-KEEPING 2012-002A,2014-10-20 15:30:00,2014-10-20 16:30:00
GEO-EW-STATION-KEEPING 2012-002A,2014-12-05 15:30:00,2014-12-05 16:30:00
GEO-EW-STATION-KEEPING 2012-002A,2015-01-19 09:30:00,2015-01-19 10:30:00
GEO-EW-STATION-KEEPING 2012-002A,2015-03-05 15:30:00,2015-03-05 16:30:00
GEO-EW-STATION-KEEPING 2012-002A,2015-04-17 16:30:00,2015-04-17 17:30:00
GEO-EW-STATION-KEEPING 2012-002A,2015-06-12 16:30:00,2015-06-12 17:30:00
GEO-EW-STATION-KEEPING 2012-002A,2015-07-29 15:30:00,2015-07-29 16:30:00
GEO-EW-STATION-KEEPING 2012-002A,2015-09-16 15:30:00,2015-09-16 16:30:00
GEO-EW-STATION-KEEPING 2012-002A,2015-10-30 15:30:00,2015-10-30 16:30:00
GEO-EW-STATION-KEEPING 2012-002A,2015-12-21 15:30:00,2015-12-21 16:30:00
GEO-EW-STATION-KEEPING 2012-002A,2016-02-03 15:30:00,2016-02-03 16:30:00
GEO-EW-STATION-KEEPING 2012-002A,2016-03-17 15:30:00,2016-03-17 16:30:00
GEO-EW-STATION-KEEPING 2012-002A,2016-05-06 15:30:00,2016-05-06 16:30:00
GEO-EW-STATION-KEEPING 2012-002A,2016-06-24 16:30:00,2016-06-24 17:30:00
GEO-EW-STATION-KEEPING 2012-002A,2016-08-12 16:30:00,2016-08-12 17:30:00
GEO-EW-STATION-KEEPING 2012-002A,2016-09-29 16:30:00,2016-09-29 17:30:00
GEO-EW-STATION-KEEPING 2012-002A,2016-11-18 16:30:00,2016-11-18 17:30:00
GEO-EW-STATION-KEEPING 2012-002A,2017-01-06 16:30:00,2017-01-06 17:30:00
GEO-EW-STATION-KEEPING 2012-002A,2017-02-20 16:30:00,2017-02-20 17:30:00
GEO-EW-STATION-KEEPING 2012-002A,2017-04-10 16:30:00,2017-04-10 17:30:00
GEO-EW-STATION-KEEPING 2012-002A,2017-05-26 16:30:00,2017-05-26 17:30:00
GEO-EW-STATION-KEEPING 2012-002A,2017-07-14 16:30:00,2017-07-14 17:30:00
GEO-EW-STATION-KEEPING 2012-002A,2017-09-05 16:30:00,2017-09-05 17:30:00
GEO-EW-STATION-KEEPING 2012-002A,2017-09-05 16:30:00,2017-09-05 17:30:00
GEO-EW-STATION-KEEPING 2012-002A,2018-01-19 16:30:00,2018-01-19 17:30:00
GEO-EW-STATION-KEEPING 2012-002A,2018-04-20 15:30:00,2018-04-20 16:30:00
GEO-EW-STATION-KEEPING 2012-002A,2018-06-11 15:30:00,2018-06-11 16:30:00
GEO-EW-STATION-KEEPING 2012-002A,2018-07-31 16:30:00,2018-07-31 17:30:00
GEO-EW-STATION-KEEPING 2012-002A,2018-09-18 16:00:00,2018-09-18 17:00:00
GEO-EW-STATION-KEEPING 2012-002A,2018-10-20 16:30:00,2018-10-20 17:30:00
GEO-EW-STATION-KEEPING 2012-002A,2018-11-02 16:30:00,2018-11-02 17:30:00
GEO-EW-STATION-KEEPING 2012-002A,2019-01-15 16:00:00,2019-01-15 17:00:00
GEO-EW-STATION-KEEPING 2012-002A,2019-02-22 16:00:00,2019-02-22 17:00:00
GEO-EW-STATION-KEEPING 2012-002A,2019-04-11 16:00:00,2019-04-11 17:00:00
GEO-EW-STATION-KEEPING 2012-002A,2019-05-27 16:00:00,2019-05-27 17:00:00
GEO-EW-STATION-KEEPING 2012-002A,2019-07-12 16:00:00,2019-07-12 17:00:00
GEO-EW-STATION-KEEPING 2012-002A,2019-08-30 16:00:00,2019-08-30 17:00:00
GEO-EW-STATION-KEEPING 2012-002A,2019-10-11 16:00:00,2019-10-11 17:00:00
GEO-EW-STATION-KEEPING 2012-002A,2019-11-29 16:00:00,2019-11-29 17:00:00
GEO-EW-STATION-KEEPING 2012-002A,2020-01-15 16:00:00,2020-01-15 17:00:00
GEO-EW-STATION-KEEPING 2012-002A,2020-03-02 15:30:00,2020-03-02 16:30:00
GEO-EW-STATION-KEEPING 2012-002A,2020-04-16 15:30:00,2020-04-16 16:30:00
GEO-EW-STATION-KEEPING 2012-002A,2020-06-11 15:30:00,2020-06-11 16:30:00
GEO-EW-STATION-KEEPING 2012-002A,2020-07-31 15:00:00,2020-07-31 16:00:00
GEO-EW-STATION-KEEPING 2012-002A,2020-11-16 15:00:00,2020-11-16 16:00:00
GEO-EW-STATION-KEEPING 2012-002A,2021-01-13 15:30:00,2021-01-13 16:30:00
GEO-EW-STATION-KEEPING 2012-002A,2021-03-08 16:30:00,2021-03-08 17:30:00
GEO-EW-STATION-KEEPING 2012-002A,2021-04-21 16:30:00,2021-04-21 17:30:00
GEO-EW-STATION-KEEPING 2012-002A,2021-06-15 16:00:00,2021-06-15 17:00:00
GEO-EW-STATION-KEEPING 2012-002A,2021-08-04 15:00:00,2021-08-04 16:00:00
GEO-EW-STATION-KEEPING 2012-002A,2021-09-22 16:00:00,2021-09-22 17:00:00
GEO-EW-STATION-KEEPING 2012-002A,2021-09-23 16:00:00,2021-09-23 17:00:00
GEO-EW-STATION-KEEPING 2012-002A,2021-11-15 15:30:00,2021-11-15 16:30:00
GEO-EW-STATION-KEEPING 2012-002A,2022-01-05 08:30:00,2022-01-05 09:30:00
GEO-EW-STATION-KEEPING 2016-077A,2018-05-22 17:16:00,2018-05-22 17:44:00
GEO-EW-STATION-KEEPING 2016-077A,2018-06-14 17:16:00,2018-06-14 17:44:00
GEO-EW-STATION-KEEPING 2016-077A,2018-07-12 16:16:00,2018-07-12 16:44:00
GEO-EW-STATION-KEEPING 2016-077A,2018-08-08 15:16:00,2018-08-08 15:44:00
GEO-EW-STATION-KEEPING 2016-077A,2018-09-10 10:16:00,2018-09-10 10:44:00
GEO-EW-STATION-KEEPING 2016-077A,2018-09-20 16:16:00,2018-09-20 16:44:00
GEO-EW-STATION-KEEPING 2016-077A,2018-10-09 09:16:00,2018-10-09 09:44:00
GEO-EW-STATION-KEEPING 2016-077A,2018-11-09 09:16:00,2018-11-09 09:44:00
GEO-EW-STATION-KEEPING 2016-077A,2018-12-10 09:16:00,2018-12-10 09:44:00
GEO-EW-STATION-KEEPING 2016-077A,2019-01-09 17:16:00,2019-01-09 17:44:00
GEO-EW-STATION-KEEPING 2016-077A,2019-02-12 17:16:00,2019-02-12 17:44:00
GEO-EW-STATION-KEEPING 2016-077A,2019-03-19 17:16:00,2019-03-19 17:44:00
GEO-EW-STATION-KEEPING 2016-077A,2019-04-15 17:16:00,2019-04-15 17:44:00
GEO-EW-STATION-KEEPING 2016-077A,2019-05-16 17:16:00,2019-05-16 17:44:00
GEO-EW-STATION-KEEPING 2016-077A,2019-08-16 15:16:00,2019-08-16 15:44:00
GEO-EW-STATION-KEEPING 2016-077A,2019-09-18 16:16:00,2019-09-18 16:44:00
GEO-EW-STATION-KEEPING 2016-077A,2019-12-18 17:16:00,2019-12-18 17:44:00
GEO-EW-STATION-KEEPING 2016-077A,2020-01-16 17:16:00,2020-01-16 17:44:00
GEO-EW-STATION-KEEPING 2016-077A,2020-03-12 15:16:00,2020-03-12 15:44:00
GEO-EW-STATION-KEEPING 2016-077A,2020-03-26 17:16:00,2020-03-26 17:44:00
GEO-EW-STATION-KEEPING 2016-077A,2020-04-17 15:16:00,2020-04-17 15:44:00
GEO-EW-STATION-KEEPING 2016-077A,2020-05-18 15:16:00,2020-05-18 15:44:00
GEO-EW-STATION-KEEPING 2016-077A,2020-06-14 17:16:00,2020-06-14 17:44:00
GEO-EW-STATION-KEEPING 2016-077A,2020-07-21 16:16:00,2020-07-21 16:44:00
GEO-EW-STATION-KEEPING 2016-077A,2020-10-22 09:16:00,2020-10-22 09:44:00
GEO-EW-STATION-KEEPING 2016-077A,2020-11-18 09:16:00,2020-11-18 09:44:00
GEO-EW-STATION-KEEPING 2016-077A,2020-12-16 17:16:00,2020-12-16 17:44:00
GEO-EW-STATION-KEEPING 2016-077A,2021-01-15 17:16:00,2021-01-15 17:44:00
GEO-EW-STATION-KEEPING 2016-077A,2021-02-09 17:16:00,2021-02-09 17:44:00
GEO-EW-STATION-KEEPING 2016-077A,2021-03-11 17:16:00,2021-03-11 17:44:00
GEO-EW-STATION-KEEPING 2016-077A,2021-04-20 17:16:00,2021-04-20 17:44:00
GEO-EW-STATION-KEEPING 2016-077A,2021-05-28 16:16:00,2021-05-28 16:44:00
GEO-EW-STATION-KEEPING 2016-077A,2021-07-02 16:16:00,2021-07-02 16:44:00
GEO-EW-STATION-KEEPING 2016-077A,2021-08-04 16:16:00,2021-08-04 16:44:00
GEO-EW-STATION-KEEPING 2016-077A,2021-08-20 16:16:00,2021-08-20 16:44:00
GEO-EW-STATION-KEEPING 2016-077A,2021-09-10 16:16:00,2021-09-10 16:44:00
GEO-EW-STATION-KEEPING 2016-077A,2021-10-18 16:16:00,2021-10-18 16:44:00
GEO-EW-STATION-KEEPING 2016-077A,2021-11-12 08:16:00,2021-11-12 08:44:00
GEO-EW-STATION-KEEPING 2016-077A,2021-12-07 16:16:00,2021-12-07 16:44:00
GEO-EW-STATION-KEEPING 2016-077A,2021-12-31 16:16:00,2021-12-31 16:44:00
GEO-EW-STATION-KEEPING 2016-077A,2022-01-21 16:16:00,2022-01-21 16:44:00
GEO-EW-STATION-KEEPING 2016-077A,2022-02-21 16:16:00,2022-02-21 16:44:00
GEO-EW-STATION-KEEPING 2018-050A,2019-01-18 09:00:00,2019-01-18 10:00:00
GEO-EW-STATION-KEEPING 2018-050A,2019-04-18 16:30:00,2019-04-18 17:30:00
GEO-EW-STATION-KEEPING 2018-050A,2019-09-27 15:00:00,2019-09-27 16:00:00
GEO-EW-STATION-KEEPING 2018-050A,2020-01-03 09:00:00,2020-01-03 10:00:00
GEO-EW-STATION-KEEPING 2018-050A,2020-04-15 15:00:00,2020-04-15 16:00:00
GEO-EW-STATION-KEEPING 2018-050A,2020-08-06 15:00:00,2020-08-06 16:00:00
GEO-EW-STATION-KEEPING 2018-050A,2020-11-09 15:00:00,2020-11-09 16:00:00
GEO-EW-STATION-KEEPING 2018-050A,2021-03-03 16:30:00,2021-03-03 17:30:00
GEO-EW-STATION-KEEPING 2018-050A,2021-06-11 16:00:00,2021-06-11 17:00:00
GEO-EW-STATION-KEEPING 2018-050A,2021-09-27 15:00:00,2021-09-27 16:00:00
GEO-EW-STATION-KEEPING 2018-050A,2022-01-18 09:00:00,2022-01-18 10:00:00
GEO-NS-STATION-KEEPING 2006-053A,2012-12-25 11:00:00,2012-12-26 15:00:00
GEO-NS-STATION-KEEPING 2012-002A,2018-11-27 00:00:00,2018-11-30 23:59:59
GEO-NS-STATION-KEEPING 2016-077A,2018-09-19 17:30:00,2018-09-19 22:00:00
GEO-NS-STATION-KEEPING 2016-077A,2019-03-18 17:30:00,2019-03-18 23:00:00
GEO-NS-STATION-KEEPING 2016-077A,2019-10-09 16:00:00,2019-10-09 20:30:00
GEO-NS-STATION-KEEPING 2016-077A,2020-03-25 17:30:00,2020-03-25 22:00:00
GEO-NS-STATION-KEEPING 2016-077A,2021-03-18 18:00:00,2021-03-18 23:00:00
GEO-NS-STATION-KEEPING 2016-077A,2021-09-21 17:30:00,2021-09-21 21:30:00
GEO-NS-STATION-KEEPING 2016-077A,2021-09-22 17:30:00,2021-09-22 22:00:00
HY-2A,2011-09-28 16:20:00,2011-09-28 16:20:00
HY-2A,2012-02-14 03:05:00,2012-02-14 03:05:00
HY-2A,2012-02-24 03:20:00,2012-02-24 03:20:00
HY-2A,2012-04-20 03:20:00,2012-04-20 03:20:00
HY-2A,2012-06-08 02:35:00,2012-06-08 02:35:00
HY-2A,2012-08-01 03:25:00,2012-08-01 03:25:00
HY-2A,2012-10-10 03:26:00,2012-10-10 03:26:00
HY-2A,2012-12-05 01:50:00,2012-12-05 01:50:00
HY-2A,2013-01-11 03:20:00,2013-01-11 03:20:00
HY-2A,2013-03-01 02:35:00,2013-03-01 02:35:00
HY-2A,2013-04-16 01:17:00,2013-04-16 01:17:00
HY-2A,2013-05-30 02:58:00,2013-05-30 02:58:00
HY-2A,2013-07-12 03:25:00,2013-07-12 03:25:00
HY-2A,2013-07-19 04:15:00,2013-07-19 04:15:00
HY-2A,2013-08-23 03:25:00,2013-08-23 03:25:00
HY-2A,2013-11-15 03:23:00,2013-11-15 03:23:00
HY-2A,2013-12-24 02:25:00,2013-12-24 02:25:00
HY-2A,2014-02-18 04:02:00,2014-02-18 04:02:00
HY-2A,2014-03-14 12:36:00,2014-03-14 12:36:00
HY-2A,2014-04-16 04:23:00,2014-04-16 04:23:00
HY-2A,2014-05-30 03:25:00,2014-05-30 03:25:00
HY-2A,2014-08-05 02:25:00,2014-08-05 02:25:00
HY-2A,2014-08-12 04:55:00,2014-08-12 04:55:00
HY-2A,2014-10-23 08:47:00,2014-10-23 08:47:00
HY-2A,2014-11-28 03:25:00,2014-11-28 03:25:00
HY-2A,2015-01-09 01:47:00,2015-01-09 01:47:00
HY-2A,2015-02-28 03:05:00,2015-02-28 03:05:00
HY-2A,2015-04-08 01:56:00,2015-04-08 01:56:00
HY-2A,2015-05-22 02:34:00,2015-05-22 02:34:00
HY-2A,2015-07-16 00:30:00,2015-07-16 00:30:00
HY-2A,2015-09-17 04:50:00,2015-09-17 04:50:00
HY-2A,2016-01-08 03:27:00,2016-01-08 03:27:00
HY-2A,2016-03-01 05:50:00,2016-03-01 05:50:00
HY-2A,2016-03-23 03:40:00,2016-03-23 03:40:00
HY-2A,2016-04-21 04:17:00,2016-04-21 04:17:00
HY-2A,2016-06-21 03:25:00,2016-06-21 03:25:00
HY-2A,2016-08-11 02:05:00,2016-08-11 02:05:00
HY-2A,2016-11-09 03:22:00,2016-11-09 03:22:00
HY-2A,2017-01-20 04:51:00,2017-01-20 04:51:00
HY-2A,2017-03-22 03:55:00,2017-03-22 03:55:00
HY-2A,2017-06-02 01:59:00,2017-06-02 01:59:00
HY-2A,2017-08-01 02:22:00,2017-08-01 02:22:00
HY-2A,2017-10-19 11:23:00,2017-10-19 11:23:00
HY-2A,2018-01-17 02:38:00,2018-01-17 02:38:00
HY-2A,2018-03-07 09:10:00,2018-03-07 09:10:00
HY-2A,2018-04-03 02:15:00,2018-04-03 02:15:00
HY-2A,2018-05-22 03:30:00,2018-05-22 03:30:00
HY-2A,2018-07-10 06:35:00,2018-07-10 06:35:00
HY-2A,2018-08-28 04:30:00,2018-08-28 04:30:00
HY-2A,2018-12-26 03:29:00,2018-12-26 03:29:00
HY-2A,2019-01-30 09:33:00,2019-01-30 09:33:00
HY-2A,2019-02-12 09:20:00,2019-02-12 09:20:00
HY-2A,2019-02-14 01:52:00,2019-02-14 01:52:00
HY-2A,2019-05-23 09:18:00,2019-05-23 09:18:00
HY-2A,2019-09-04 02:41:00,2019-09-04 02:41:00
HY-2A,2020-02-12 03:20:00,2020-02-12 03:20:00
HY-2A,2020-03-31 05:30:00,2020-03-31 05:30:00
HY-2A,2020-06-09 01:40:00,2020-06-09 01:40:00
HY-2C,2020-10-21 00:34:00,2020-10-21 00:34:00
HY-2C,2020-11-18 06:19:00,2020-11-18 06:19:00
HY-2C,2021-03-12 03:01:00,2021-03-12 03:01:00
HY-2C,2021-05-11 01:56:00,2021-05-11 01:56:00
HY-2C,2021-06-11 07:00:00,2021-06-11 07:00:00
HY-2C,2021-09-02 10:15:00,2021-09-02 10:15:00
HY-2C,2021-10-14 01:40:00,2021-10-14 01:40:00
HY-2C,2022-01-05 06:43:00,2022-01-05 06:43:00
HY-2C,2022-02-22 02:07:00,2022-02-22 02:07:00
HY-2C,2022-04-14 07:55:00,2022-04-14 07:55:00
HY-2C,2022-05-24 09:33:00,2022-05-24 09:33:00
HY-2C,2022-07-08 11:35:00,2022-07-08 11:35:00
HY-2C,2022-09-20 04:07:00,2022-09-20 04:07:00
HY-2D,2021-06-18 10:19:00,2021-06-18 10:19:00
HY-2D,2021-07-21 04:18:00,2021-07-21 04:18:00
HY-2D,2021-10-26 04:42:00,2021-10-26 04:42:00
HY-2D,2022-01-14 10:00:00,2022-01-14 10:00:00
HY-2D,2022-03-18 07:03:00,2022-03-18 07:03:00
HY-2D,2022-04-19 12:16:00,2022-04-19 12:16:00
HY-2D,2022-05-08 07:23:00,2022-05-08 07:23:00
HY-2D,2022-06-30 22:40:00,2022-06-30 22:40:00
HY-2D,2022-07-19 02:45:00,2022-07-19 02:45:00
HY-2D,2022-08-16 08:30:00,2022-08-16 08:30:00
JASO1,2001-12-11 13:08:00,2001-12-11 15:57:00
JASO1,2001-12-13 21:17:00,2001-12-14 00:06:00
JASO1,2001-12-17 07:35:00,2001-12-17 10:31:00
JASO1,2001-12-20 06:45:00,2001-12-20 09:39:00
JASO1,2002-01-10 01:49:00,2002-01-10 04:40:00
JASO1,2002-01-13 01:03:00,2002-01-13 03:53:00
JASO1,2002-02-04 00:45:00,2002-02-04 03:34:00
JASO1,2002-03-05 18:40:00,2002-03-05 19:37:00
JASO1,2002-05-14 04:30:00,2002-05-14 05:27:00
JASO1,2002-07-02 18:23:00,2002-07-02 19:20:00
JASO1,2002-09-20 02:11:00,2002-09-20 03:08:00
JASO1,2002-10-29 18:05:00,2002-10-29 19:02:00
JASO1,2002-12-18 07:58:00,2002-12-18 08:55:00
JASO1,2003-02-15 19:49:00,2003-02-15 20:46:00
JASO1,2003-04-16 07:40:00,2003-04-16 08:37:00
JASO1,2003-04-26 05:39:00,2003-04-26 06:36:00
JASO1,2003-06-24 17:30:00,2003-06-24 18:27:00
JASO1,2003-10-01 21:15:00,2003-10-01 22:12:00
JASO1,2003-12-04 08:40:00,2003-12-04 09:37:00
JASO1,2004-01-09 01:00:00,2004-01-09 03:50:00
JASO1,2004-02-24 15:40:00,2004-02-24 18:30:00
JASO1,2004-03-18 10:50:00,2004-03-18 13:39:00
JASO1,2004-06-15 16:37:00,2004-06-15 19:26:00
JASO1,2004-08-04 06:29:00,2004-08-04 09:19:00
JASO1,2004-10-12 16:19:00,2004-10-12 19:08:00
JASO1,2005-01-19 20:04:00,2005-01-19 22:54:00
JASO1,2005-05-18 19:47:00,2005-05-18 22:36:00
JASO1,2005-10-04 15:26:00,2005-10-04 18:16:00
JASO1,2005-11-23 05:19:00,2005-11-23 08:08:00
JASO1,2005-12-22 23:14:00,2005-12-23 02:04:00
JASO1,2006-01-31 15:08:00,2006-01-31 17:58:00
JASO1,2006-02-20 11:06:00,2006-02-20 13:55:00
JASO1,2006-04-20 22:57:00,2006-04-21 01:46:00
JASO1,2006-06-29 08:46:00,2006-06-29 11:36:00
JASO1,2006-09-26 14:33:00,2006-09-26 17:23:00
JASO1,2006-12-14 22:21:00,2006-12-15 01:10:00
JASO1,2007-01-23 14:16:00,2007-01-23 17:05:00
JASO1,2007-02-22 08:11:00,2007-02-22 08:12:00
JASO1,2007-05-02 18:01:00,2007-05-02 20:50:00
JASO1,2007-08-19 19:45:00,2007-08-19 22:34:00
JASO1,2007-11-26 23:30:00,2007-11-27 02:19:00
JASO1,2007-12-26 17:26:00,2007-12-26 20:15:00
JASO1,2008-04-13 19:09:00,2008-04-13 21:59:00
JASO1,2008-04-23 17:08:00,2008-04-23 19:57:00
JASO1,2008-04-28 23:32:00,2008-04-29 02:21:00
JASO1,2008-07-31 20:53:00,2008-07-31 23:43:00
JASO1,2008-10-29 02:40:00,2008-10-29 05:29:00
JASO1,2008-12-17 16:33:00,2008-12-17 19:22:00
JASO1,2009-01-26 21:11:00,2009-01-27 00:06:00
JASO1,2009-01-27 21:30:00,2009-01-28 00:26:00
JASO1,2009-02-04 10:39:00,2009-02-04 13:34:00
JASO1,2009-02-06 03:49:00,2009-02-06 06:42:00
JASO1,2009-02-14 18:02:00,2009-02-14 20:46:00
JASO1,2009-02-19 21:45:00,2009-02-19 21:46:00
JASO1,2009-04-26 18:20:00,2009-04-26 18:21:00
JASO1,2009-06-25 07:20:00,2009-06-25 07:21:00
JASO1,2009-08-11 17:24:00,2009-08-11 17:25:00
JASO1,2009-12-02 01:59:00,2009-12-02 01:59:00
JASO1,2010-03-21 22:17:00,2010-03-21 22:18:00
JASO1,2010-06-24 01:38:00,2010-06-24 01:39:00
JASO1,2010-07-20 18:59:00,2010-07-20 21:56:00
JASO1,2010-07-21 18:24:00,2010-07-21 21:21:00
JASO1,2010-07-22 19:42:00,2010-07-22 22:39:00
JASO1,2010-07-25 17:58:00,2010-07-25 20:55:00
JASO1,2010-07-26 19:13:00,2010-07-26 22:03:00
JASO1,2010-07-27 18:41:00,2010-07-27 21:39:00
JASO1,2010-07-28 18:06:00,2010-07-28 21:04:00
JASO1,2010-08-02 21:47:00,2010-08-02 21:48:00
JASO1,2010-08-03 20:17:00,2010-08-03 20:18:00
JASO1,2010-08-04 20:39:00,2010-08-04 20:40:00
JASO1,2010-08-05 21:01:00,2010-08-05 21:02:00
JASO1,2010-08-06 21:23:00,2010-08-06 21:24:00
JASO1,2010-08-09 20:37:00,2010-08-09 20:37:00
JASO1,2010-10-12 05:13:00,2010-10-12 05:14:00
JASO1,2010-12-03 04:25:00,2010-12-03 04:26:00
JASO1,2010-12-14 05:24:00,2010-12-14 05:25:00
JASO1,2011-02-24 01:18:00,2011-02-24 01:20:00
JASO1,2011-02-28 02:45:00,2011-02-28 02:46:00
JASO1,2011-03-27 19:04:00,2011-03-27 19:04:00
JASO1,2011-04-11 00:00:00,2011-04-11 00:08:00
JASO1,2011-04-14 00:10:00,2011-04-14 00:15:00
JASO1,2011-05-05 00:15:00,2011-05-05 00:16:00
JASO1,2011-07-08 03:27:00,2011-07-08 03:28:00
JASO1,2011-09-04 23:29:00,2011-09-05 02:24:00
JASO1,2011-09-05 22:52:00,2011-09-06 01:52:00
JASO1,2011-09-07 22:42:00,2011-09-08 01:36:00
JASO1,2011-09-11 22:19:00,2011-09-11 22:20:00
JASO1,2011-09-19 21:29:00,2011-09-19 21:30:00
JASO1,2011-09-28 22:45:00,2011-09-29 01:40:00
JASO1,2011-09-29 23:04:00,2011-09-30 02:04:00
JASO1,2011-10-02 22:17:00,2011-10-03 01:16:00
JASO1,2011-10-03 23:35:00,2011-10-04 02:34:00
JASO1,2011-10-04 21:07:00,2011-10-05 00:07:00
JASO1,2011-10-05 21:29:00,2011-10-06 00:28:00
JASO1,2011-10-06 21:51:00,2011-10-07 00:50:00
JASO1,2011-10-09 21:03:00,2011-10-10 00:02:00
JASO1,2011-10-10 22:21:00,2011-10-11 01:20:00
JASO1,2011-10-11 22:42:00,2011-10-12 01:42:00
JASO1,2011-10-12 23:05:00,2011-10-13 02:02:00
JASO1,2011-10-13 21:35:00,2011-10-14 00:30:00
JASO1,2011-10-16 21:28:00,2011-10-17 02:01:00
JASO1,2011-10-17 21:53:00,2011-10-18 00:05:00
JASO1,2011-10-18 23:13:00,2011-10-18 23:14:00
JASO1,2011-11-20 22:20:00,2011-11-20 22:21:00
JASO1,2012-01-18 23:41:00,2012-01-18 23:42:00
JASO1,2012-04-25 19:33:00,2012-04-25 22:32:00
JASO1,2012-04-26 19:54:00,2012-04-26 22:53:00
JASO1,2012-04-29 19:00:00,2012-04-29 21:59:00
JASO1,2012-05-01 19:41:00,2012-05-01 19:47:00
JASO1,2012-05-02 03:10:00,2012-05-02 03:16:00
JASO1,2012-05-02 20:01:00,2012-05-02 20:05:00
JASO1,2012-06-05 21:27:00,2012-06-05 21:27:00
JASO1,2012-07-09 00:19:00,2012-07-09 00:20:00
JASO1,2012-08-10 01:36:00,2012-08-10 01:37:00
JASO1,2012-10-02 23:57:00,2012-10-02 23:58:00
JASO1,2012-11-26 00:14:00,2012-11-26 00:15:00
JASO1,2013-02-13 21:53:00,2013-02-13 21:53:00
JASO1,2013-04-03 22:34:00,2013-04-03 22:35:00
JASO1,2013-06-13 22:32:00,2013-06-13 22:33:00
JASO2,2008-06-23 01:31:00,2008-06-23 04:20:00
JASO2,2008-06-25 02:08:00,2008-06-25 04:58:00
JASO2,2008-06-28 02:11:00,2008-06-28 05:03:00
JASO2,2008-06-30 18:59:00,2008-06-30 21:53:00
JASO2,2008-07-04 03:49:00,2008-07-04 06:45:00
JASO2,2008-07-04 22:32:00,2008-07-05 01:21:00
JASO2,2008-07-08 03:12:00,2008-07-08 03:12:00
JASO2,2008-08-27 16:45:00,2008-08-27 16:45:00
JASO2,2008-12-18 23:47:00,2008-12-18 23:47:00
JASO2,2009-05-05 06:27:00,2009-05-05 06:27:00
JASO2,2009-08-23 21:13:00,2009-08-23 21:13:00
JASO2,2009-12-17 15:56:00,2009-12-17 15:56:00
JASO2,2010-04-15 15:38:00,2010-04-15 15:38:00
JASO2,2010-07-25 22:03:00,2010-07-25 22:03:00
JASO2,2010-11-05 01:00:00,2010-11-05 01:00:00
JASO2,2011-02-28 21:42:00,2011-02-28 21:42:00
JASO2,2011-05-26 08:05:00,2011-05-26 08:05:00
JASO2,2011-08-28 10:00:00,2011-08-28 10:00:00
JASO2,2011-10-28 00:07:00,2011-10-28 00:07:00
JASO2,2011-12-16 03:18:00,2011-12-16 03:18:00
JASO2,2012-03-08 19:29:00,2012-03-08 19:30:00
JASO2,2012-05-21 08:42:00,2012-05-21 08:42:00
JASO2,2012-08-01 04:14:00,2012-08-01 04:14:00
JASO2,2012-10-22 19:24:00,2012-10-22 19:24:00
JASO2,2012-12-19 17:22:00,2012-12-19 17:22:00
JASO2,2013-03-07 17:21:00,2013-03-07 17:21:00
JASO2,2013-05-16 01:15:00,2013-05-16 01:15:00
JASO2,2013-08-11 17:58:00,2013-08-11 17:58:00
